0.01,0.16,0.0,0.01,0.16,0.0,0.01,0.0,0.16,5.381691371178984,30.12993553503531,0.08504726221886745,102.9368600848385
0.01,0.16,0.0,0.01,0.16,0.0,0.02,0.0,0.16,9.38178307480202,23.081787344300842,0.21280093810517606,101.9867462254855
0.01,0.16,0.0,0.01,0.16,0.0,0.05,0.0,0.16,2.225753751509243,26.044402499926676,0.1867247599449166,102.1534282786281
0.01,0.16,0.0,0.01,0.16,0.0,0.1,0.0,0.16,3.7744402449299908,33.42902567203902,0.27497970965347696,99.16101887905234
0.01,0.16,0.0,0.01,0.16,0.0,0.2,0.0,0.16,7.887260690927166,25.574122885445373,0.13305200840915282,111.14248540759392
0.01,0.16,0.0,0.01,0.16,0.0,0.5,0.0,0.16,2.2223029223074064,24.499241895094883,0.3276321768781345,96.93030769549617
0.01,0.16,0.0,0.01,0.16,0.0,1,0.0,0.16,2.453020098809068,28.508790596163866,0.41468197227980047,95.0902955974798
0.01,0.16,0.0,0.01,0.16,0.0,2,0.0,0.16,7.417960422626998,20.434340887195827,0.3072723286687622,100.0782345474509
0.01,0.16,0.0,0.01,0.16,0.0,5,0.0,0.16,5.237584096445948,24.899992670657447,0.1939027750515924,98.24715938638215
0.01,0.16,0.0,0.01,0.16,0.0,10,0.0,0.16,3.416228782108223,30.724076295996312,0.18543119464580343,102.92406624715633
0.01,0.16,0.0,0.02,0.16,0.0,0.01,0.0,0.16,4.019841714859509,34.08576441704179,0.3609941085482985,97.81803658030702
0.01,0.16,0.0,0.02,0.16,0.0,0.02,0.0,0.16,3.7874759976527637,23.28205754085025,0.29940811523223065,97.87481965247426
0.01,0.16,0.0,0.02,0.16,0.0,0.05,0.0,0.16,4.176926684243048,32.378607068278505,0.2197724643610757,103.80276639625589
0.01,0.16,0.0,0.02,0.16,0.0,0.1,0.0,0.16,3.5534955923160765,25.092231460224063,0.1371697354116796,104.30414016271392
0.01,0.16,0.0,0.02,0.16,0.0,0.2,0.0,0.16,8.553892875533904,28.80990411516817,0.1564626702134646,101.03052418158323
0.01,0.16,0.0,0.02,0.16,0.0,0.5,0.0,0.16,2.1941667981162842,31.07978923403747,0.21025946394511683,103.77345360014816
0.01,0.16,0.0,0.02,0.16,0.0,1,0.0,0.16,2.6544426981140834,27.358279349412715,0.47835475825627194,89.20123148620723
0.01,0.16,0.0,0.02,0.16,0.0,2,0.0,0.16,4.058417693754525,24.064365458645952,0.21833652369730208,98.42645393143418
0.01,0.16,0.0,0.02,0.16,0.0,5,0.0,0.16,7.223690522866581,29.54000142139356,0.18231588756663972,104.2550893664432
0.01,0.16,0.0,0.02,0.16,0.0,10,0.0,0.16,4.525386403032689,36.42998980331222,0.3178407108067552,103.05448585169358
0.01,0.16,0.0,0.05,0.16,0.0,0.01,0.0,0.16,4.125398511587373,26.214293404280863,0.3314367092304559,93.8433637934052
0.01,0.16,0.0,0.05,0.16,0.0,0.02,0.0,0.16,2.462582086331262,27.685424506112053,0.2688665031766159,99.09737441558474
0.01,0.16,0.0,0.05,0.16,0.0,0.05,0.0,0.16,5.845229255803509,23.073307537231752,0.372655941250043,95.16321875104825
0.01,0.16,0.0,0.05,0.16,0.0,0.1,0.0,0.16,1.8748551105265174,23.97074380116156,0.2723919616352073,104.73511493923644
0.01,0.16,0.0,0.05,0.16,0.0,0.2,0.0,0.16,3.671478305452257,22.621371133863384,0.37231403010128383,91.01294203269985
0.01,0.16,0.0,0.05,0.16,0.0,0.5,0.0,0.16,4.784231045457738,30.04378965417286,0.4758257145957663,87.34756276558767
0.01,0.16,0.0,0.05,0.16,0.0,1,0.0,0.16,3.2146207036093455,21.28980142709706,0.30504115519831815,95.22670809237302
0.01,0.16,0.0,0.05,0.16,0.0,2,0.0,0.16,5.889543772665959,30.350509945120535,0.36853392124875256,90.59164946538796
0.01,0.16,0.0,0.05,0.16,0.0,5,0.0,0.16,5.798359158525506,27.45181211637826,0.18827495476106632,106.50834323557207
0.01,0.16,0.0,0.05,0.16,0.0,10,0.0,0.16,5.219423112043673,25.98603002541003,0.17856155438747814,98.63182054354688
0.01,0.16,0.0,0.1,0.16,0.0,0.01,0.0,0.16,2.0250218118798267,19.55404586839915,0.4901894445581406,79.79539344657015
0.01,0.16,0.0,0.1,0.16,0.0,0.02,0.0,0.16,4.018579763170237,23.119624607273195,0.42114993833209785,92.75295038755718
0.01,0.16,0.0,0.1,0.16,0.0,0.05,0.0,0.16,2.626921310081894,24.598385723253177,0.2429998486403512,94.38458943319854
0.01,0.16,0.0,0.1,0.16,0.0,0.1,0.0,0.16,4.351447364618358,17.31050557123201,0.34256840585357956,93.9186713027547
0.01,0.16,0.0,0.1,0.16,0.0,0.2,0.0,0.16,2.355758769743074,18.903377592345148,0.22522578333666543,95.04030301502377
0.01,0.16,0.0,0.1,0.16,0.0,0.5,0.0,0.16,2.954958993821787,32.01274246359686,0.400908400776765,93.06094080230177
0.01,0.16,0.0,0.1,0.16,0.0,1,0.0,0.16,3.170040688574149,24.181745356395812,0.33216241892956383,98.35446918981815
0.01,0.16,0.0,0.1,0.16,0.0,2,0.0,0.16,3.8783654685402458,24.546571183530613,0.24957513083453708,100.55788053973474
0.01,0.16,0.0,0.1,0.16,0.0,5,0.0,0.16,2.8000917925191153,18.324127159558145,0.15674809391309236,100.83972695834939
0.01,0.16,0.0,0.1,0.16,0.0,10,0.0,0.16,8.831938296610367,25.436824886436636,0.22831257674810856,105.8978747782077
0.01,0.16,0.0,0.2,0.16,0.0,0.01,0.0,0.16,1.3222261327443205,17.90305499144416,0.39170609239467874,78.86343699053808
0.01,0.16,0.0,0.2,0.16,0.0,0.02,0.0,0.16,2.5435886518434407,16.656451807383906,0.29981517477123054,88.66178755034635
0.01,0.16,0.0,0.2,0.16,0.0,0.05,0.0,0.16,1.9000252489645848,12.065617034232229,0.3776640866815905,83.03377224717391
0.01,0.16,0.0,0.2,0.16,0.0,0.1,0.0,0.16,1.921859751733517,10.048061038602148,0.1712583273910304,88.04228974660262
0.01,0.16,0.0,0.2,0.16,0.0,0.2,0.0,0.16,2.0106778314278517,17.55594520363672,0.30162123246385586,93.70752138143666
0.01,0.16,0.0,0.2,0.16,0.0,0.5,0.0,0.16,2.5313429079908887,13.946651499900446,0.2566698988472937,86.14064020783432
0.01,0.16,0.0,0.2,0.16,0.0,1,0.0,0.16,3.070525381624681,17.16073078946799,0.3162905081797276,91.76275432991665
0.01,0.16,0.0,0.2,0.16,0.0,2,0.0,0.16,3.1459424713289694,6.118669636735543,0.4467525973249047,81.66002664547298
0.01,0.16,0.0,0.2,0.16,0.0,5,0.0,0.16,3.5738912246473054,7.605323373012712,0.22024157767197422,91.21283947117499
0.01,0.16,0.0,0.2,0.16,0.0,10,0.0,0.16,2.8552251063388003,10.5253355057605,0.15185398338426112,91.56261314522897
0.01,0.16,0.0,0.5,0.16,0.0,0.01,0.0,0.16,2.5197185906107387,15.03504878254856,0.09265104806368606,86.73252054585285
0.01,0.16,0.0,0.5,0.16,0.0,0.02,0.0,0.16,1.904607429017637,15.712770746589271,0.18931549092273156,91.02926002072026
0.01,0.16,0.0,0.5,0.16,0.0,0.05,0.0,0.16,3.0302113911313415,15.855192784755488,0.2498977522354925,93.03741961316183
0.01,0.16,0.0,0.5,0.16,0.0,0.1,0.0,0.16,2.595025643821432,15.394204279913902,0.1420030670746239,86.1140384443508
0.01,0.16,0.0,0.5,0.16,0.0,0.2,0.0,0.16,2.6282170448732467,11.339269400164774,0.300052634791575,81.63096159924946
0.01,0.16,0.0,0.5,0.16,0.0,0.5,0.0,0.16,2.984375360997711,12.087300907977982,0.24045394962694058,90.11757015923486
0.01,0.16,0.0,0.5,0.16,0.0,1,0.0,0.16,3.1622588727770444,13.039984221405147,0.23441218334177324,87.11787253567425
0.01,0.16,0.0,0.5,0.16,0.0,2,0.0,0.16,3.2715338607818825,13.463016542146887,0.13381970277091754,92.0581429970358
0.01,0.16,0.0,0.5,0.16,0.0,5,0.0,0.16,3.0124492824328972,14.853255321436952,0.18419034570937703,87.19363483942043
0.01,0.16,0.0,0.5,0.16,0.0,10,0.0,0.16,3.6432981798043165,8.137999956505773,0.3042971768114679,89.97731828426838
