0.01,0.08,0.0,0.01,0.08,0.0,0.01,0.08,0.08,0.9295895223523024,21.397725173208748,0.34886388198219054
0.01,0.08,0.0,0.01,0.08,0.0,0.02,0.08,0.08,4.9537834355122286,22.168668650744316,0.9999163236335136
0.01,0.08,0.0,0.01,0.08,0.0,0.05,0.08,0.08,2.1595027698440226,27.26622642316238,0.9997223599606715
0.01,0.08,0.0,0.01,0.08,0.0,0.1,0.08,0.08,0.3557310515845255,24.71237485376891,0.9744042003600075
0.01,0.08,0.0,0.01,0.08,0.0,0.2,0.08,0.08,2.7320854849135774,23.238958645596295,0.9915857691910414
0.01,0.08,0.0,0.01,0.08,0.0,0.5,0.08,0.08,3.7461056804066906,86.884451661353,0.8697123738457873
0.01,0.08,0.0,0.01,0.08,0.0,1,0.08,0.08,7.245438268370575,503.34909365824416,0.34064397724168566
0.01,0.08,0.0,0.01,0.08,0.0,2,0.08,0.08,4.259343405368243,427.0806486761706,0.8730763128905232
0.01,0.08,0.0,0.01,0.08,0.0,5,0.08,0.08,0.5636543197931577,248.29580200698214,0.99452526052343
0.01,0.08,0.0,0.01,0.08,0.0,10,0.08,0.08,6.018900749021059,660.3978357042444,0.9790995520223761
0.01,0.08,0.0,0.02,0.08,0.0,0.01,0.08,0.08,5.151010632372675,36.97250076117449,0.9094018468574571
0.01,0.08,0.0,0.02,0.08,0.0,0.02,0.08,0.08,3.303668973641738,16.85327481209695,0.9994945243383402
0.01,0.08,0.0,0.02,0.08,0.0,0.05,0.08,0.08,5.499003396725382,27.69941707757003,0.9995032442439912
0.01,0.08,0.0,0.02,0.08,0.0,0.1,0.08,0.08,9.310005460427718,32.76703488756707,0.9999990904676567
0.01,0.08,0.0,0.02,0.08,0.0,0.2,0.08,0.08,1.0805756604012235,15.315248454242356,0.9950079526102279
0.01,0.08,0.0,0.02,0.08,0.0,0.5,0.08,0.08,0.8162327261442766,36.113499738853164,0.9796467145146313
0.01,0.08,0.0,0.02,0.08,0.0,1,0.08,0.08,6.576342895334375,273.64065182604463,0.9869436820298981
0.01,0.08,0.0,0.02,0.08,0.0,2,0.08,0.08,1.3909504747931358,361.2844043714149,0.8440853017607739
0.01,0.08,0.0,0.02,0.08,0.0,5,0.08,0.08,2.4736722863860297,47.48531085750126,0.7384446364819355
0.01,0.08,0.0,0.02,0.08,0.0,10,0.08,0.08,9.145481766517594,476.404843315374,0.9512757811174689
0.01,0.08,0.0,0.05,0.08,0.0,0.01,0.08,0.08,4.281718304687696,16.375635303446618,0.9997718735711201
0.01,0.08,0.0,0.05,0.08,0.0,0.02,0.08,0.08,2.145119203049188,44.72971869638905,0.9980769067105625
